Ligand,Ligand UniprotID,Ligand CellType,Receptor,Receptor UniprotID,Receptor CellType,evidence,annotation,interaction_name
CDH1,P12830,Parietal Cell,CDH1,P12830,Connecting Tubule,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Parietal Cell,CDH1,P12830,Endothelial Cell,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Parietal Cell,CDH1,P12830,Interstitial Cell_A (in cortex),KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Parietal Cell,CDH1,P12830,Interstitial Cell_B (in medulla),KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Parietal Cell,CDH1,P12830,Macula Densa,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Parietal Cell,CDH1,P12830,Parietal Cell,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Parietal Cell,CDH1,P12830,Principal Cell,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Parietal Cell,CDH1,P12830,PT,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Principal Cell,CDH1,P12830,DCT,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Principal Cell,CDH1,P12830,Connecting Tubule,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Principal Cell,CDH1,P12830,Endothelial Cell,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Principal Cell,CDH1,P12830,Interstitial Cell_A (in cortex),KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Principal Cell,CDH1,P12830,Interstitial Cell_B (in medulla),KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Principal Cell,CDH1,P12830,Macula Densa,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Principal Cell,CDH1,P12830,Parietal Cell,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Principal Cell,CDH1,P12830,Principal Cell,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,Principal Cell,CDH1,P12830,PT,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,PT,CDH1,P12830,DCT,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,PT,CDH1,P12830,Connecting Tubule,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,PT,CDH1,P12830,Endothelial Cell,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,PT,CDH1,P12830,Interstitial Cell_A (in cortex),KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,PT,CDH1,P12830,Interstitial Cell_B (in medulla),KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,PT,CDH1,P12830,Macula Densa,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,PT,CDH1,P12830,Parietal Cell,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,PT,CDH1,P12830,Principal Cell,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
CDH1,P12830,PT,CDH1,P12830,PT,KEGG: hsa04514,Cell-Cell Contact,CDH1_CDH1
SAA1,P0DJI8,Connecting Tubule,FPR2,P25090,Non-Classical Monocyte,PMID: 22610094,Secreted Signaling,SAA1_FPR2
SAA1,P0DJI8,TAL,FPR2,P25090,Non-Classical Monocyte,PMID: 22610094,Secreted Signaling,SAA1_FPR2
SAA1,P0DJI8,PT,FPR2,P25090,Non-Classical Monocyte,PMID: 22610094,Secreted Signaling,SAA1_FPR2
NCAM1,P13591,PT,NCAM1,P13591,PT,KEGG: hsa04514,Cell-Cell Contact,NCAM1_NCAM1
RARRES2,Q99969,DCT,CMKLR1,Q99788,Fibroblast Cell,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,DCT,CMKLR1,Q99788,M2 Mac,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Connecting Tubule,CMKLR1,Q99788,Fibroblast Cell,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Connecting Tubule,CMKLR1,Q99788,M2 Mac,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Endothelial Cell,CMKLR1,Q99788,Fibroblast Cell,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Endothelial Cell,CMKLR1,Q99788,M2 Mac,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Fibroblast Cell,CMKLR1,Q99788,Fibroblast Cell,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Fibroblast Cell,CMKLR1,Q99788,M2 Mac,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Glomerular Capillary,CMKLR1,Q99788,Fibroblast Cell,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Glomerular Capillary,CMKLR1,Q99788,M2 Mac,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Interstitial Cell_B (in medulla),CMKLR1,Q99788,Fibroblast Cell,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Interstitial Cell_B (in medulla),CMKLR1,Q99788,M2 Mac,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Monocyte Derived Cell,CMKLR1,Q99788,Fibroblast Cell,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Monocyte Derived Cell,CMKLR1,Q99788,M2 Mac,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Parietal Cell,CMKLR1,Q99788,Fibroblast Cell,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Parietal Cell,CMKLR1,Q99788,M2 Mac,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Podocyte Cell,CMKLR1,Q99788,Fibroblast Cell,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,Podocyte Cell,CMKLR1,Q99788,M2 Mac,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,VSM/Pericyte/ MesengialCell,CMKLR1,Q99788,Fibroblast Cell,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
RARRES2,Q99969,VSM/Pericyte/ MesengialCell,CMKLR1,Q99788,M2 Mac,PMID: 24671882,Secreted Signaling,RARRES2_CMKLR1
IGF1,P05019,B-cell,IGF1R,P08069,Connecting Tubule,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,B-cell,IGF1R,P08069,EC_AEA_ Descending Vasa Recta,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,B-cell,IGF1R,P08069,Glomerular Capillary,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,B-cell,IGF1R,P08069,Interstitial Cell_A (in cortex),PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,B-cell,IGF1R,P08069,Parietal Cell,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,B-cell,IGF1R,P08069,Podocyte Cell,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,B-cell,IGF1R,P08069,TAL,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,M2 Mac,IGF1R,P08069,Connecting Tubule,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,M2 Mac,IGF1R,P08069,EC_AEA_ Descending Vasa Recta,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,M2 Mac,IGF1R,P08069,Glomerular Capillary,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,M2 Mac,IGF1R,P08069,Interstitial Cell_A (in cortex),PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,M2 Mac,IGF1R,P08069,Parietal Cell,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,M2 Mac,IGF1R,P08069,Podocyte Cell,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,M2 Mac,IGF1R,P08069,TAL,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Parietal Cell,IGF1R,P08069,Connecting Tubule,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Parietal Cell,IGF1R,P08069,EC_AEA_ Descending Vasa Recta,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Parietal Cell,IGF1R,P08069,Glomerular Capillary,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Parietal Cell,IGF1R,P08069,Interstitial Cell_A (in cortex),PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Parietal Cell,IGF1R,P08069,Parietal Cell,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Parietal Cell,IGF1R,P08069,Podocyte Cell,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Parietal Cell,IGF1R,P08069,TAL,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Plasma Cell,IGF1R,P08069,Connecting Tubule,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Plasma Cell,IGF1R,P08069,EC_AEA_ Descending Vasa Recta,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Plasma Cell,IGF1R,P08069,Glomerular Capillary,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Plasma Cell,IGF1R,P08069,Interstitial Cell_A (in cortex),PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Plasma Cell,IGF1R,P08069,Parietal Cell,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Plasma Cell,IGF1R,P08069,Podocyte Cell,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Plasma Cell,IGF1R,P08069,TAL,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Podocyte Cell,IGF1R,P08069,Connecting Tubule,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Podocyte Cell,IGF1R,P08069,EC_AEA_ Descending Vasa Recta,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Podocyte Cell,IGF1R,P08069,Glomerular Capillary,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Podocyte Cell,IGF1R,P08069,Interstitial Cell_A (in cortex),PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Podocyte Cell,IGF1R,P08069,Parietal Cell,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Podocyte Cell,IGF1R,P08069,Podocyte Cell,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
IGF1,P05019,Podocyte Cell,IGF1R,P08069,TAL,PMID: 14604834,Secreted Signaling,IGF1_IGF1R
ANGPT1,Q15389,Fibroblast Cell,TEK,Q02763,EC_AEA_ Descending Vasa Recta,PMID: 20651738,Secreted Signaling,ANGPT1_TEK
ANGPT1,Q15389,Fibroblast Cell,TEK,Q02763,VSM/Pericyte/ MesengialCell,PMID: 20651738,Secreted Signaling,ANGPT1_TEK
ANGPT1,Q15389,TAL,TEK,Q02763,EC_AEA_ Descending Vasa Recta,PMID: 20651738,Secreted Signaling,ANGPT1_TEK
ANGPT1,Q15389,TAL,TEK,Q02763,VSM/Pericyte/ MesengialCell,PMID: 20651738,Secreted Signaling,ANGPT1_TEK
ANGPT1,Q15389,VSM/Pericyte/ MesengialCell,TEK,Q02763,EC_AEA_ Descending Vasa Recta,PMID: 20651738,Secreted Signaling,ANGPT1_TEK
ANGPT1,Q15389,VSM/Pericyte/ MesengialCell,TEK,Q02763,VSM/Pericyte/ MesengialCell,PMID: 20651738,Secreted Signaling,ANGPT1_TEK
ANGPT1,Q15389,PT,TEK,Q02763,EC_AEA_ Descending Vasa Recta,PMID: 20651738,Secreted Signaling,ANGPT1_TEK
ANGPT1,Q15389,PT,TEK,Q02763,VSM/Pericyte/ MesengialCell,PMID: 20651738,Secreted Signaling,ANGPT1_TEK
RETN,Q9HD89,Non-Classical Monocyte,TLR4,O00206,EC_AEA_ Descending Vasa Recta,PMID: 30809105,Secreted Signaling,RETN_TLR4
RETN,Q9HD89,Non-Classical Monocyte,TLR4,O00206,Endothelial Cell,PMID: 30809105,Secreted Signaling,RETN_TLR4
RETN,Q9HD89,Non-Classical Monocyte,TLR4,O00206,Glomerular Capillary,PMID: 30809105,Secreted Signaling,RETN_TLR4
RETN,Q9HD89,Non-Classical Monocyte,TLR4,O00206,Interstitial Cell_A (in cortex),PMID: 30809105,Secreted Signaling,RETN_TLR4
RETN,Q9HD89,Non-Classical Monocyte,TLR4,O00206,M2 Mac,PMID: 30809105,Secreted Signaling,RETN_TLR4
RETN,Q9HD89,Non-Classical Monocyte,TLR4,O00206,Monocyte Derived Cell,PMID: 30809105,Secreted Signaling,RETN_TLR4
RETN,Q9HD89,Non-Classical Monocyte,TLR4,O00206,Non-Classical Monocyte,PMID: 30809105,Secreted Signaling,RETN_TLR4
RETN,Q9HD89,Non-Classical Monocyte,TLR4,O00206,TAL,PMID: 30809105,Secreted Signaling,RETN_TLR4
RETN,Q9HD89,Non-Classical Monocyte,TLR4,O00206,PT,PMID: 30809105,Secreted Signaling,RETN_TLR4
PECAM1,P16284,B-cell,PECAM1,P16284,B-cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,B-cell,PECAM1,P16284,M2 Mac,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,B-cell,PECAM1,P16284,Monocyte Derived Cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,B-cell,PECAM1,P16284,Non-Classical Monocyte,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,B-cell,PECAM1,P16284,Plasma Cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,B-cell,PECAM1,P16284,VSM/Pericyte/ MesengialCell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,M2 Mac,PECAM1,P16284,B-cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,M2 Mac,PECAM1,P16284,M2 Mac,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,M2 Mac,PECAM1,P16284,Monocyte Derived Cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,M2 Mac,PECAM1,P16284,Non-Classical Monocyte,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,M2 Mac,PECAM1,P16284,Plasma Cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,M2 Mac,PECAM1,P16284,VSM/Pericyte/ MesengialCell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Monocyte Derived Cell,PECAM1,P16284,B-cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Monocyte Derived Cell,PECAM1,P16284,M2 Mac,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Monocyte Derived Cell,PECAM1,P16284,Monocyte Derived Cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Monocyte Derived Cell,PECAM1,P16284,Non-Classical Monocyte,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Monocyte Derived Cell,PECAM1,P16284,Plasma Cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Monocyte Derived Cell,PECAM1,P16284,VSM/Pericyte/ MesengialCell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Non-Classical Monocyte,PECAM1,P16284,B-cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Non-Classical Monocyte,PECAM1,P16284,M2 Mac,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Non-Classical Monocyte,PECAM1,P16284,Monocyte Derived Cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Non-Classical Monocyte,PECAM1,P16284,Non-Classical Monocyte,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Non-Classical Monocyte,PECAM1,P16284,Plasma Cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Non-Classical Monocyte,PECAM1,P16284,VSM/Pericyte/ MesengialCell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Plasma Cell,PECAM1,P16284,B-cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Plasma Cell,PECAM1,P16284,M2 Mac,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Plasma Cell,PECAM1,P16284,Monocyte Derived Cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Plasma Cell,PECAM1,P16284,Non-Classical Monocyte,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Plasma Cell,PECAM1,P16284,Plasma Cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,Plasma Cell,PECAM1,P16284,VSM/Pericyte/ MesengialCell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,VSM/Pericyte/ MesengialCell,PECAM1,P16284,B-cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,VSM/Pericyte/ MesengialCell,PECAM1,P16284,M2 Mac,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,VSM/Pericyte/ MesengialCell,PECAM1,P16284,Monocyte Derived Cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,VSM/Pericyte/ MesengialCell,PECAM1,P16284,Non-Classical Monocyte,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,VSM/Pericyte/ MesengialCell,PECAM1,P16284,Plasma Cell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
PECAM1,P16284,VSM/Pericyte/ MesengialCell,PECAM1,P16284,VSM/Pericyte/ MesengialCell,KEGG: hsa04514,Cell-Cell Contact,PECAM1_PECAM1
EDN1,P05305,Connecting Tubule,EDNRA,P25101,Fibroblast Cell,KEGG: hsa04080,Secreted Signaling,EDN1_EDNRA
EDN1,P05305,Connecting Tubule,EDNRA,P25101,VSM/Pericyte/ MesengialCell,KEGG: hsa04080,Secreted Signaling,EDN1_EDNRA
EDN1,P05305,EC_AEA_ Descending Vasa Recta,EDNRA,P25101,Fibroblast Cell,KEGG: hsa04080,Secreted Signaling,EDN1_EDNRA
EDN1,P05305,EC_AEA_ Descending Vasa Recta,EDNRA,P25101,VSM/Pericyte/ MesengialCell,KEGG: hsa04080,Secreted Signaling,EDN1_EDNRA
EDN1,P05305,Endothelial Cell,EDNRA,P25101,Fibroblast Cell,KEGG: hsa04080,Secreted Signaling,EDN1_EDNRA
EDN1,P05305,Endothelial Cell,EDNRA,P25101,VSM/Pericyte/ MesengialCell,KEGG: hsa04080,Secreted Signaling,EDN1_EDNRA
EDN1,P05305,Glomerular Capillary,EDNRA,P25101,Fibroblast Cell,KEGG: hsa04080,Secreted Signaling,EDN1_EDNRA
EDN1,P05305,Glomerular Capillary,EDNRA,P25101,VSM/Pericyte/ MesengialCell,KEGG: hsa04080,Secreted Signaling,EDN1_EDNRA
EDN1,P05305,Interstitial Cell_A (in cortex),EDNRA,P25101,Fibroblast Cell,KEGG: hsa04080,Secreted Signaling,EDN1_EDNRA
EDN1,P05305,Interstitial Cell_A (in cortex),EDNRA,P25101,VSM/Pericyte/ MesengialCell,KEGG: hsa04080,Secreted Signaling,EDN1_EDNRA
EDN1,P05305,Parietal Cell,EDNRA,P25101,Fibroblast Cell,KEGG: hsa04080,Secreted Signaling,EDN1_EDNRA
EDN1,P05305,Parietal Cell,EDNRA,P25101,VSM/Pericyte/ MesengialCell,KEGG: hsa04080,Secreted Signaling,EDN1_EDNRA
OCLN,Q16625,Connecting Tubule,OCLN,Q16625,Connecting Tubule,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Connecting Tubule,OCLN,Q16625,Endothelial Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Connecting Tubule,OCLN,Q16625,Glomerular Capillary,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Connecting Tubule,OCLN,Q16625,Interstitial Cell_A (in cortex),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Connecting Tubule,OCLN,Q16625,Interstitial Cell_B (in medulla),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Connecting Tubule,OCLN,Q16625,Macula Densa,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Connecting Tubule,OCLN,Q16625,Parietal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Connecting Tubule,OCLN,Q16625,Principal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Connecting Tubule,OCLN,Q16625,TAL,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Connecting Tubule,OCLN,Q16625,PT,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Endothelial Cell,OCLN,Q16625,Connecting Tubule,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Endothelial Cell,OCLN,Q16625,Endothelial Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Endothelial Cell,OCLN,Q16625,Glomerular Capillary,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Endothelial Cell,OCLN,Q16625,Interstitial Cell_A (in cortex),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Endothelial Cell,OCLN,Q16625,Interstitial Cell_B (in medulla),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Endothelial Cell,OCLN,Q16625,Macula Densa,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Endothelial Cell,OCLN,Q16625,Parietal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Endothelial Cell,OCLN,Q16625,Principal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Endothelial Cell,OCLN,Q16625,TAL,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Endothelial Cell,OCLN,Q16625,PT,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Glomerular Capillary,OCLN,Q16625,Connecting Tubule,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Glomerular Capillary,OCLN,Q16625,Endothelial Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Glomerular Capillary,OCLN,Q16625,Glomerular Capillary,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Glomerular Capillary,OCLN,Q16625,Interstitial Cell_A (in cortex),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Glomerular Capillary,OCLN,Q16625,Interstitial Cell_B (in medulla),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Glomerular Capillary,OCLN,Q16625,Macula Densa,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Glomerular Capillary,OCLN,Q16625,Parietal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Glomerular Capillary,OCLN,Q16625,Principal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Glomerular Capillary,OCLN,Q16625,TAL,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Glomerular Capillary,OCLN,Q16625,PT,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_A (in cortex),OCLN,Q16625,Connecting Tubule,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_A (in cortex),OCLN,Q16625,Endothelial Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_A (in cortex),OCLN,Q16625,Glomerular Capillary,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_A (in cortex),OCLN,Q16625,Interstitial Cell_A (in cortex),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_A (in cortex),OCLN,Q16625,Interstitial Cell_B (in medulla),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_A (in cortex),OCLN,Q16625,Macula Densa,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_A (in cortex),OCLN,Q16625,Parietal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_A (in cortex),OCLN,Q16625,Principal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_A (in cortex),OCLN,Q16625,TAL,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_A (in cortex),OCLN,Q16625,PT,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_B (in medulla),OCLN,Q16625,Connecting Tubule,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_B (in medulla),OCLN,Q16625,Endothelial Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_B (in medulla),OCLN,Q16625,Glomerular Capillary,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_B (in medulla),OCLN,Q16625,Interstitial Cell_A (in cortex),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_B (in medulla),OCLN,Q16625,Interstitial Cell_B (in medulla),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_B (in medulla),OCLN,Q16625,Macula Densa,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
